10107,548.189664,225.1456113
10170,570.6876742,265.1412225
10807,564.7174863,267.038604
1084,695.8268769,170.8229655
10909,520.1182847,218.2848488
10912,519.4500281,256.6464914
11243,678.3123561,232.3431393
11476,525.4060815,267.5618938
11477,531.8228085,237.0843762
11494,528.3440605,213.6621836
11790,580.4529457,226.9762004
11916,534.1977358,254.3671117
11951,586.9832475,243.3326542
11993,564.3343584,280.3960441
11995,506.3962423,228.9062322
11998,553.439547,235.613839
12004,558.9214575,227.1083487
12649,594.560056,252.9174021
13052,666.5379913,211.8066924
134,695.5323806,254.2264831
13475,678.0584896,186.6232444
14298,669.349425,239.1093068
1530,678.7546826,249.5375365
187784,468.1461438,242.4766869
189342,297.4218448,205.2499485
192714,265.964728,305.5629597
194621,341.013174,255.9813161
194623,288.1536087,259.9463885
195221,246.1756903,193.5504953
196917,430.9133686,209.5955967
197338,434.5226251,228.2986922
197339,283.4766159,246.8273072
197822,468.4333235,347.7780641
198002,452.8669237,212.2307605
198766,331.4184864,217.0279063
199034,338.9711555,191.5896224
199118,275.0109695,247.2199127
199390,336.7557817,231.7795476
200573,280.9024477,228.5492742
201857,497.2159171,216.6877845
201926,372.1610779,242.889982
201929,496.973081,220.6752177
202115,451.5556308,319.3958052
202129,456.7895503,192.5357926
202163,287.8364417,276.3323161
202228,291.1218521,203.4180474
202281,297.4214291,289.1405422
202283,478.2974255,227.9383504
202614,263.9457405,281.3381536
202996,326.082965,207.7634055
202997,283.4461298,191.8922184
203008,496.4646273,232.0412201
203344,449.5006419,245.3604162
203826,459.6280335,218.6753274
203842,468.6419597,214.9948269
203858,484.1342503,228.1015056
203886,472.5150323,228.1559228
204639,322.7042947,192.0939905
204720,253.6235978,297.9703677
204758,258.2614851,269.9383822
204804,262.0298516,311.0242174
204812,253.8030781,242.2663655
204896,446.4698187,224.9560347
204936,441.254191,192.4048596
205088,441.1888397,253.1461619
20514,516.1095764,257.3009214
205422,286.0883653,213.4684498
205526,313.5167637,199.7487619
206397,339.833415,207.3865727
206399,346.0186135,399.6124865
206489,339.7880737,202.7274175
206490,282.6558454,203.2919346
206499,288.8771838,263.0399005
206976,313.1681406,322.1945385
207667,278.6827227,298.3313725
207712,448.6389922,327.4583195
207812,253.9932009,219.191891
209221,258.214675,198.4605639
209466,330.5905932,394.5093885
210774,230.1976442,261.5236196
211486,262.5796557,324.1898297
21283,257.8188814,269.4168049
21997,524.0643579,315.7010928
22090,530.4482707,339.2786371
22098,518.644362,352.5874193
22387,577.3307748,289.5129829
22469,512.9911193,330.3509985
22605,521.242448,332.3846028
22634,544.5360916,294.3368678
22739,512.5316097,329.6313645
22860,522.2411192,294.782758
22871,571.4212267,351.9004632
22875,565.6830662,300.9924881
23016,547.5596536,306.0179103
23026,531.4096379,352.8164415
23205,503.8436083,293.7489125
23216,522.3908894,287.5653414
236688,244.4335171,309.9131104
238971,354.8770602,366.7155821
238972,230.5914423,264.5331853
239276,399.7858626,220.8098798
23939,582.2621053,305.5600041
240554,288.9292043,435.2254763
24292,586.185397,337.048882
244813,188.1925793,426.5770232
245242,58.47073854,475.7315741
245585,81.77104063,450.1698431
245787,85.19009122,513.7732872
245829,151.4017425,492.2639035
24648,595.4438221,347.6363858
24660,530.1573773,299.717273
246700,58.08497776,480.8166067
246701,93.91368519,505.4282175
24671,559.5914879,294.7845259
247000,100.6071711,443.5636403
247001,99.99636704,477.2627714
247004,193.5687305,465.8204468
247005,117.4165055,518.2980428
247008,135.4855556,495.9960451
247009,115.2193817,511.808851
247017,111.2056016,509.4679134
247107,123.7676318,427.7311116
247117,38.02632453,436.7373375
247139,200.9363347,472.1266916
247173,223.6877958,467.6959646
247174,67.25925419,491.2552502
247408,136.5227225,427.5849307
24786,566.3893473,349.4143945
247961,197.5963957,438.2508009
247964,231.6809345,468.9145527
247967,273.363054,467.6109687
248032,62.07136886,426.7080391
24813,580.2476907,353.0125923
248132,136.1556692,449.3334743
248138,94.29142258,474.4485693
248140,229.228018,480.5251566
248141,149.0562205,476.4965098
24832,512.1377285,305.096739
248473,122.6033653,473.6857053
248483,222.3048605,487.5580516
248500,248.7364723,483.7690895
248501,248.6104259,484.6229436
248578,289.7754724,480.7378535
24860,603.4053106,288.8408604
24865,577.164265,298.3998223
248722,124.6791957,486.3795722
248763,168.7083754,443.6162344
248851,92.49533044,483.7484551
248899,235.0173676,450.299091
248902,271.1140622,450.0439375
248904,281.5036902,453.4201569
249186,295.123022,482.7005496
249228,289.4469147,441.2814844
