100,464.41638,467.93866
101,472.7036,482.87152
102,495.79724,467.94672
103,538.59216,482.81464
104,596.12634,482.81464
105,622.1283,505.12152
106,596.16736,511.8637
107,623.2748,482.81464
108,641.0443,482.81464
109,659.35974,470.3537
110,641.8202,505.12152
111,673.6294,505.0971
112,658.11707,482.81464
113,674.90173,482.81464
114,688.9667,482.81464
115,712.2499,505.0656
116,718.241,482.81464
117,700.06384,482.81464
118,718.2811,460.72504
119,718.20886,442.88104
120,714.21716,425.216
121,695.4321,442.88104
122,695.4115,461.94843
123,675.2606,430.7658
124,675.1625,442.88104
126,659.1039,461.94843
127,643.52576,442.90472
128,623.0873,437.8283
129,626.26306,401.5412
130,632.9413,389.633
131,689.61426,333.12714
132,623.1415,458.40472
133,600.4198,437.82635
134,576.56335,437.82733
135,538.58044,437.8283
136,538.4237,460.43793
137,499.7699,437.82635
138,472.55847,437.82635
150,296.25888,458.77264
151,296.5398,437.19452
152,296.53528,480.6635
153,230.66096,458.96503
154,264.8009,480.6635
155,264.95392,437.1867
156,230.77104,480.6955
157,230.95686,437.21796
158,196.4915,480.72772
159,196.40335,437.25043
160,168.92268,483.66254
161,174.2502,437.2746
162,112.08551,437.2746
163,169.0523,510.2719
164,134.72128,506.21722
165,112.104065,506.72113
166,93.973236,506.25702
167,76.179535,506.55292
168,58.541534,506.28143
169,53.67923,458.9887
170,17.52301,496.95844
171,16.980194,547.6818
172,133.19466,550.66425
300,371.0492,385.7807
301,398.37946,385.7807
302,384.41052,381.47772
303,384.43982,361.1867
304,384.18005,337.16913
305,394.1068,275.88788
306,451.62833,268.25812
307,484.8139,268.2343
350,157.14272,379.2707
351,148.6758,406.46332
352,121.900055,379.2707
353,91.78699,398.6176
354,60.060944,379.2707
355,91.72623,363.5307
356,91.54288,299.13898
357,121.92909,299.1302
358,157.32603,299.1302
359,157.26962,342.04022
370,508.17084,317.4699
371,583.0327,326.72382
372,604.77484,326.7072
373,521.31287,293.9397
374,555.1732,293.90753
375,582.9751,293.88422
376,604.62646,293.8676
377,521.44135,341.24823
378,555.3666,341.22382
379,582.8959,341.20038
380,601.8275,368.32928
399,119.353134,268.5984
500,428.64886,329.13983
501,428.96152,340.60077
502,445.84125,337.0656
503,492.21045,318.15082
504,468.77292,337.04242
505,483.6103,334.21014
506,492.2085,305.1459
507,481.42914,297.12418
508,485.8339,285.35867
509,485.74554,234.97928
510,461.43207,243.17752
511,442.89413,243.17752
512,427.0932,243.16922
513,453.3319,218.20792
514,485.68793,218.18393
515,485.87347,199.48459
516,454.24164,199.50858
517,441.8227,199.51639
518,428.09613,218.21548
519,428.03217,199.52432
520,358.41003,214.20877
521,384.26834,199.59653
522,340.3549,218.33572
523,340.3764,199.59653
524,310.14838,218.32742
525,315.45206,199.62808
526,283.77234,199.66037
527,278.8798,218.35178
528,283.86023,243.84122
529,283.82855,273.5139
530,305.32758,273.49832
531,283.9898,284.51883
532,283.39343,300.40262
533,293.40442,327.61273
534,345.9977,390.29242
536,346.72498,358.37225
537,340.5766,337.22577
538,320.49133,337.22577
539,320.4193,318.32635
540,337.92346,312.38422
541,343.44293,324.52484
542,338.3837,300.8588
543,338.42102,286.70242
544,329.6593,273.46622
545,342.56116,242.78537
546,334.04407,249.95187
547,334.2619,235.60342
548,255.47159,233.53983
549,238.41173,233.53201
550,207.83191,335.66644
551,223.04544,299.179
552,222.97649,261.9968
553,223.00578,233.56369
554,204.34267,233.57162
555,204.51985,261.9968
556,197.79434,299.179
700,548.22986,234.8967
701,513.5514,234.9285
702,632.2299,268.28055
707,597.0365,44.912323
723,611.9994,234.7366
724,616.0512,215.62961
725,632.0639,222.22
726,631.94476,234.72879
727,632.1703,244.87039
728,632.0092,254.9719
729,616.141,253.82803
730,603.8002,253.83633
731,655.8844,233.77713
732,686.0316,233.78494
733,679.6547,245.45389
734,696.19916,248.42111
735,684.2671,206.95145
736,667.88226,177.1594
737,652.312,177.18344
738,693.35596,159.94754
739,667.8901,159.9719
740,682.4027,140.05704
741,663.32086,140.05704
742,652.1908,159.98752
743,628.7299,146.35129
744,608.79236,195.8425
745,602.70984,170.66544
746,628.72546,177.199
773,677.5083,116.83084
774,721.6937,62.73233
900,83.358765,235.83234
901,82.824005,223.41986
902,83.33096,191.40363
903,77.13223,172.20044
904,82.25528,148.51044
905,103.01163,156.49243
906,129.49358,148.47095
907,156.32074,148.44653
908,156.06828,240.83136
909,122.26872,235.80054
910,155.85266,223.35577
911,156.10939,191.40363
912,171.08754,172.12097
913,125.89613,172.16107
914,107.29903,113.07056
915,88.7926,83.15845
916,13.44397,113.11847
950,439.4643,155.52472
951,434.8824,141.58423
952,424.3842,131.14673
953,414.20844,120.949524
954,403.83926,110.815735
955,384.16522,100.88226
956,365.25043,109.77612
957,355.79068,119.47797
958,345.34314,129.76343
959,333.67422,140.14484
960,328.39594,154.08527
961,359.14923,173.64813
962,408.4604,173.64813
963,472.20795,79.01007
964,447.05072,35.068665
965,466.7426,35.068665
